PostcodeA,PostcodeB,Distance,Group
6974,7231,0.08438356241121389,2011
1531,3829,0.09028334778917045,2011
8264,8556,0.09299508853369828,2011
8166,9468,0.0992901603802746,2011
3171,4102,0.09980304692845715,2011
3612,8095,0.10027819738398497,2011
1017,1766,0.10229703717327211,2011
6707,8918,0.11046594671247856,2011
7522,9033,0.11263310066030713,2011
4247,5386,0.11363083497474342,2011
3572,8322,0.11419134352255839,2011
4191,6591,0.1412321913769442,2011
2351,8464,0.14681516853600327,2011
5346,7322,0.1480009589508112,2011
6105,6602,0.14999901335580954,2011
1393,4759,0.1542646570658106,2011
2728,3263,0.1582892523661158,2011
8615,9084,0.15930249338828514,2011
5018,6882,0.16666239233517796,2011
1471,9966,0.169758059632178,2011
2254,3864,0.17264119605205058,2011
1657,3921,0.17288666770355712,2011
1411,6125,0.1846498402182454,2011
6982,7413,0.18684960449322058,2011
5296,8388,0.19834788558487434,2011
8445,9297,0.1997736814155964,2011
4062,9682,0.20588483694631665,2011
1781,1834,0.21286940454012407,2011
4854,9217,0.21506269207852685,2011
7525,7849,0.21509784149664957,2011
1011,7523,0.21511430006699658,2011
2573,9722,0.21531649615003984,2011
4664,6665,0.2159848735944006,2011
2191,5296,0.21797413771118213,2011
6523,9076,0.22587473770167638,2011
3257,9292,0.23770693944242036,2011
4205,9734,0.2391413290954077,2011
4761,6852,0.2404986225863931,2011
5394,5964,0.24126005502217504,2011
1944,3258,0.24554153438462453,2011
1901,8101,0.24676021789422056,2011
4931,5244,0.24857472152534837,2011
6105,6997,0.008734783546135032,2012
7764,9636,0.02655845765023324,2012
8747,9871,0.08203623645629585,2012
7731,8464,0.09317548240330427,2012
4273,5366,0.09348678693703794,2012
2995,5038,0.09369553608230884,2012
2941,3572,0.0939243442869181,2012
2071,9051,0.10328891044255838,2012
4652,5247,0.10432305828937054,2012
3812,6415,0.11253242156717967,2012
6121,8531,0.11790371561144472,2012
2991,7542,0.12417493637819385,2012
6015,8321,0.12658047916807735,2012
4615,6307,0.12979918736859775,2012
6099,9401,0.1367999387118795,2012
1107,2512,0.14615836698084544,2012
3602,5103,0.14881507929393384,2012
2082,9969,0.14889403070274052,2012
2555,3037,0.14909154563296018,2012
5373,8085,0.15084702620026838,2012
3925,8275,0.15167903637221794,2012
3062,7581,0.1520141170658799,2012
6566,7091,0.15407245941799483,2012
3448,5803,0.1629329053790618,2012
2391,7856,0.16409824041247945,2012
4281,9213,0.16748843805966077,2012
6953,8734,0.17147372882718454,2012
6521,9035,0.17152397262896313,2012
1356,1771,0.17173850765709264,2012
6085,9077,0.17791579085998505,2012
4231,7081,0.17988658684707878,2012
4614,4761,0.18552163823647277,2012
9601,9675,0.1863347425431095,2012
2645,3824,0.18675580818961668,2012
3454,5397,0.18689222891890814,2012
3454,9073,0.18888855618800784,2012
6956,8171,0.19447307736019678,2012
1131,4927,0.19556073899959306,2012
2512,3027,0.19984658013486087,2012
4126,5981,0.19987426468850367,2012
1829,9674,0.20777923791318756,2012
3161,9051,0.20935461880101458,2012
3443,5224,0.2099471232548529,2012
4835,9056,0.21694604862114036,2012
5397,9073,0.22026434154563068,2012
2964,3433,0.22079121421520578,2012
6006,9212,0.22282748423696486,2012
1703,3373,0.22324205856268658,2012
2572,2904,0.22632315363405223,2012
1107,3027,0.22695550553805113,2012
1171,6051,0.033183677159348536,2013
4901,6433,0.03698336511541118,2013
6109,6862,0.039149641748602006,2013
3881,4284,0.048113128807093127,2013
2132,4203,0.0517841370565584,2013
3911,8629,0.06083605162873364,2013
3601,5953,0.06113344574145395,2013
7084,8897,0.0714847308890761,2013
3521,5212,0.08735802892007695,2013
3769,6681,0.10680329145931164,2013
1723,5804,0.10895360171792308,2013
5954,6551,0.1276830860545113,2013
4671,6129,0.13536073550825004,2013
1601,4941,0.14677775620906416,2013
1561,8604,0.1539083687654378,2013
6325,9584,0.15559657458329795,2013
1718,8131,0.16109790114214478,2013
2511,3752,0.16173007181876445,2013
2742,3991,0.163968221026953,2013
5935,6456,0.16488379039425408,2013
2727,3823,0.1649915088518627,2013
6536,9766,0.1669370653878903,2013
6129,6524,0.16726184817876105,2013
3852,8458,0.1697071823273144,2013
8302,8581,0.17103705887464352,2013
1183,1613,0.17293625948197955,2013
3121,6576,0.17937361690178485,2013
5351,6842,0.18199939140889868,2013
5282,6413,0.18695703039863099,2013
1695,6446,0.18970169032269713,2013
4143,7335,0.1899878501147353,2013
3331,5233,0.19075203915834651,2013
3261,3352,0.1921683519832086,2013
9871,9923,0.1985162472593407,2013
4671,6524,0.19908160523395757,2013
2314,6982,0.20153653674328428,2013
3461,6163,0.20230363860784814,2013
6122,7552,0.210973204250823,2013
3247,4133,0.21353057957976343,2013
1035,4817,0.21398275372851164,2013
2628,4872,0.21711503440346563,2013
6041,9223,0.2188822866601572,2013
7101,8245,0.22458562378503483,2013
3742,5343,0.22703909462759794,2013
2103,9956,0.22985993458670945,2013
3545,4911,0.23064051062177476,2013
1767,2712,0.23355297825315458,2013
1015,1065,0.23556271823963737,2013
4631,8102,0.23560759949732576,2013
1161,4235,0.23619397451604515,2013
3582,6412,0.03570653490507995,2014
8072,8754,0.05196842712249984,2014
3704,3812,0.07379012627309126,2014
6081,6271,0.09414086633045271,2014
1474,3732,0.09770818746799739,2014
4881,8172,0.0996241537876146,2014
2172,2971,0.10044208853450683,2014
7542,8224,0.1104104847312078,2014
3434,5932,0.11187679523311252,2014
8603,9619,0.1154675814114581,2014
2153,6088,0.11700558251019895,2014
3233,8464,0.11775511433552943,2014
8219,8275,0.1301196534648005,2014
2411,5104,0.13213451256196948,2014
8721,9591,0.13371370829793902,2014
2451,5555,0.13378868354174936,2014
1078,3061,0.13756109465352742,2014
1716,2215,0.1477331826892597,2014
6086,8517,0.14959223718493628,2014
7514,8614,0.1497202981005932,2014
1655,4744,0.15164744791762239,2014
6852,6904,0.1537076360205977,2014
2351,8131,0.15624032906893218,2014
3466,9162,0.15646045852007578,2014
2263,2284,0.15672319743805913,2014
3442,6286,0.15835711718130793,2014
6101,6271,0.1599401666132409,2014
4053,6542,0.16109212283265148,2014
1566,8091,0.16117544287791818,2014
3295,5801,0.16133143993859417,2014
1766,3467,0.16198372726230353,2014
1131,3734,0.1621778362125073,2014
1718,5056,0.16501690985318374,2014
5871,9315,0.17230126793704081,2014
3707,8315,0.1818656887647511,2014
6301,8525,0.18393343523351352,2014
3062,9881,0.18413467851282603,2014
7843,9166,0.18439863677733412,2014
2969,8091,0.18660574592456938,2014
1751,7447,0.19006842625771334,2014
2035,2622,0.1929140839925388,2014
6081,6101,0.19293234330720965,2014
5853,5984,0.1950887058239895,2014
5926,9626,0.19584452961045526,2014
3354,4902,0.19627891235473008,2014
4721,4756,0.19810304684369937,2014
6952,9061,0.19884420324058955,2014
6121,6685,0.19889506308612817,2014
6267,9663,0.20014546384116824,2014
1851,6442,0.2010116898482214,2014
2042,8821,0.02843960139184887,2015
2022,3312,0.036980234031957535,2015
4163,9076,0.04293579223004202,2015
2971,6361,0.060230751886842945,2015
8024,9351,0.06537179696346368,2015
3607,6826,0.08240559794954923,2015
6373,6469,0.08884291074840645,2015
6241,7844,0.09383138783936033,2015
6439,8442,0.09661380768474015,2015
6824,9409,0.09919142662534385,2015
3331,3815,0.11012031081409604,2015
4709,9134,0.11355969212081723,2015
2021,7521,0.11491093585412682,2015
3841,8891,0.11503609283637474,2015
4759,5802,0.12475857689643946,2015
3527,5011,0.12570802809997134,2015
3043,9796,0.1292280745696351,2015
6312,8732,0.1335477894252962,2015
2264,2804,0.13430951286798265,2015
4815,6083,0.14378914223677805,2015
2562,4816,0.14473366226750298,2015
1509,4133,0.149362618870833,2015
5061,8243,0.14992481737324773,2015
2965,9302,0.15514426784504004,2015
9665,9901,0.1559091318083161,2015
5293,7447,0.15626972032769676,2015
2251,5282,0.15848904384634152,2015
4196,6211,0.15871464618409656,2015
3373,7329,0.15975363896967565,2015
6373,6431,0.1622552707157598,2015
2591,6831,0.16225661032757516,2015
6225,9173,0.1629985049971836,2015
6226,9502,0.16451737491773546,2015
1566,9723,0.17027165094990884,2015
3972,6576,0.17110816334368611,2015
5171,7443,0.1817740053466609,2015
4131,8834,0.18382021765183373,2015
4225,6566,0.18716413868604942,2015
3036,3077,0.18927379014238457,2015
3828,6361,0.19124415323900706,2015
2321,7002,0.19175946711581118,2015
6191,7582,0.19198959610618002,2015
4907,6983,0.19399383697217532,2015
3641,8309,0.19427568442228418,2015
2133,7232,0.19455141962747438,2015
1356,6045,0.19649255257014414,2015
3072,3193,0.1974059408256279,2015
3448,3604,0.1989233312053701,2015
3025,3027,0.1998895128869831,2015
5861,6085,0.20249442353993807,2015
8141,9203,0.018540973942917413,2016
3645,4921,0.03174674551169825,2016
5935,9251,0.05328801432571039,2016
6122,7009,0.05814796095947013,2016
2376,2381,0.06978634419874832,2016
5094,5807,0.07081411709151367,2016
1393,1674,0.08061901649459842,2016
6987,9088,0.08475100868356523,2016
6107,6265,0.08633043504987803,2016
6077,9965,0.08683525932006012,2016
2332,2513,0.09028376008212055,2016
6165,9981,0.09322376995658783,2016
6063,9008,0.09890470444371552,2016
3972,5664,0.1061705776736199,2016
4254,8121,0.10726713676783699,2016
8021,9903,0.11240790816860326,2016
