PostcodeA,PostcodeB,Distance,Group
4062,6116,0.00038197097020997717,2010
9628,9761,0.0004391743522091929,2010
5971,7535,0.0004456327985593589,2010
9615,9661,0.0005042016806839911,2010
8754,9434,0.0005159958720355462,2010
4181,8831,0.0005575737799432545,2010
6924,9178,0.0005697369745547576,2010
6411,7553,0.0006038647343018511,2010
4681,8281,0.000694444444434339,2010
8401,8446,0.0007352941176463901,2010
5811,8614,0.0007615546218744385,2010
8711,8771,0.0007780890133801677,2010
2281,9166,0.0007936507936392445,2010
3971,6336,0.0007952573742215918,2010
1794,5151,0.0008403361344448967,2010
7849,8512,0.0008403361344733185,2010
1731,4161,0.000856986151120509,2010
6998,9113,0.0008739393233838655,2010
4181,6305,0.0008917015823755037,2010
1476,7048,0.0009011173855526522,2010
8921,9903,0.0009057971014385657,2010
1031,3291,0.000946868087893904,2010
4043,9091,0.0009704968944248549,2010
3261,4206,0.000970806462788687,2010
7084,9258,0.0009798415065915833,2010
1764,9531,0.0010002121260299646,2010
6433,6601,0.0010307346326783318,2010
2376,7322,0.0010659425264805122,2010
2267,7735,0.0010775862068896913,2010
2261,5041,0.001082251082252128,2010
3316,4126,0.0010833185416743163,2010
1617,4884,0.0010893246187322347,2010
1035,7002,1.4210854715202004e-14,2011
1035,7207,1.4210854715202004e-14,2011
1424,1692,1.4210854715202004e-14,2011
2161,4161,1.4210854715202004e-14,2011
5804,6685,1.4210854715202004e-14,2011
6077,6454,1.4210854715202004e-14,2011
6269,9751,2.842170943040401e-14,2011
5306,6703,6.366182836359258e-05,2011
3089,4207,8.658008657391747e-05,2011
1697,6231,9.43949656004861e-05,2011
5107,6612,0.00012677484787104731,2011
6681,8606,0.0001474273920223368,2011
2491,8715,0.00015402335799308275,2011
3544,5344,0.00018842122223361457,2011
7031,9961,0.0001942501942551189,2011
3751,7513,0.0002195871761188073,2011
3295,3552,0.00026837324524819905,2011
3245,5041,0.00027472527472127695,2011
1426,2752,0.00027994644028694893,2011
9203,9982,0.00028011204481970253,2011
2026,3882,0.00032679738562535476,2011
6686,7514,0.0003392572677540784,2011
7831,9584,0.00035885167463334255,2011
1911,6469,0.0004433492118778304,2011
1931,6431,0.00045454545454504114,2011
9635,9678,0.0004819741661918897,2011
1181,1826,0.00048420855205222324,2011
1716,2941,0.0005291005290928297,2011
5176,9607,0.0005291005290928297,2011
4645,5258,0.0005434782608659816,2011
8212,8764,0.0005599104143385603,2011
7083,9677,0.000600113527085,2011
3045,8608,0.0006127450980244475,2011
4875,9101,0.0006127450980386584,2011
2182,3274,0.0006210089283911202,2011
5124,9912,0.000665642601120453,2011
4741,6531,0.0007033248081853571,2011
2254,9212,0.0007175195361099895,2011
2731,9724,0.0007581508747875887,2011
2121,2809,0.0008092872690781405,2011
4905,7351,0.0008618187597448923,2011
5236,6411,0.0008690140269038693,2011
5995,6104,0.0008695652173997814,2011
8405,8723,0.0008799171842781561,2011
3626,9954,0.0008912655971471395,2011
2065,6252,0.0009037745879822978,2011
6153,9649,0.0009057971014385657,2011
2396,3366,0.0009400696786912022,2011
1381,4941,0.0009442724458210705,2011
3632,5851,0.0009531590413871527,2011
1421,3413,1.4210854715202004e-14,2012
1774,1834,1.4210854715202004e-14,2012
1774,7413,1.4210854715202004e-14,2012
3534,5074,1.4210854715202004e-14,2012
3534,6915,1.4210854715202004e-14,2012
4161,7482,1.4210854715202004e-14,2012
5368,7587,1.4210854715202004e-14,2012
6582,6991,1.4210854715202004e-14,2012
7553,8731,1.4210854715202004e-14,2012
4013,9467,2.842170943040401e-14,2012
8435,8541,2.842170943040401e-14,2012
1971,7421,4.7054394883616624e-05,2012
6811,7483,5.699552700377808e-05,2012
7845,9939,0.00011655011655875569,2012
2245,3775,0.0001514577310643972,2012
4197,6153,0.00018905021173054593,2012
1244,9077,0.0001970019802826073,2012
6085,6247,0.00021043771045015092,2012
6333,8621,0.0002289377289486083,2012
8922,9404,0.0002645502645606257,2012
4181,6104,0.0003419530373918178,2012
3641,6471,0.0003432494279280718,2012
4194,8451,0.00036372829966069276,2012
3372,8301,0.00038781126187359405,2012
2136,9793,0.0003888769234379197,2012
8276,8515,0.0003970223325069355,2012
2561,7334,0.00042236671636430856,2012
7463,7534,0.00043478260870699614,2012
3831,5032,0.0004385964912358986,2012
3436,3512,0.0004464285714362859,2012
1976,7021,0.00045345004402008726,2012
1731,6916,0.0005012531328389969,2012
3709,8245,0.0005385842685114994,2012
3332,7325,0.0005669867183328847,2012
4715,7061,0.0006127450980244475,2012
5981,9488,0.0006313131313078202,2012
9263,9488,0.0006313131313078202,2012
6107,8635,0.0006645401382314731,2012
6111,6974,0.0006892230576340808,2012
1132,7083,0.0007216759708086329,2012
1661,7157,0.0007419306972167306,2012
4847,7157,0.0007419306972167306,2012
7157,7461,0.0007419306972167306,2012
5224,5384,0.000763125763128869,2012
3643,9103,0.0008116883116997542,2012
6088,9218,0.0008281192491637057,2012
1211,4214,0.0008355614973254433,2012
9421,9901,0.0008484162895996405,2012
8833,9146,0.0009057971014456712,2012
7414,8302,0.0009134088417965813,2012
2531,2986,7.105427357601002e-15,2013
1521,9212,1.4210854715202004e-14,2013
2522,2941,1.4210854715202004e-14,2013
3904,8731,1.4210854715202004e-14,2013
5802,8722,1.4210854715202004e-14,2013
5809,8881,1.4210854715202004e-14,2013
6245,6842,1.4210854715202004e-14,2013
6902,8317,1.4210854715202004e-14,2013
3202,5053,5.009016229706731e-05,2013
2203,2923,0.00012476784608850267,2013
1483,3115,0.0001355206096746997,2013
3258,8494,0.00016178081204998307,2013
2223,8256,0.00022732242186407348,2013
2925,3112,0.0002392344497650356,2013
4681,5133,0.00024509803921546336,2013
6042,7443,0.0002480158730122639,2013
4818,9969,0.0002693602693568664,2013
1832,5768,0.00027017641465931774,2013
1966,5237,0.0003269042170757075,2013
4231,6093,0.0003565062388588558,2013
5104,6566,0.00041760769067877845,2013
9025,9625,0.0004306220095742219,2013
8397,8584,0.0004376750700316734,2013
2517,5988,0.0004455583402886987,2013
1341,3312,0.00045522414210097395,2013
8079,9297,0.00047892720304787417,2013
6127,9423,0.0004901960784309267,2013
4664,6451,0.0005050505050547827,2013
4163,9481,0.0005797101449189768,2013
9545,9656,0.0005953798523421483,2013
1103,3564,0.0006410256410251947,2013
5371,6599,0.000649350649354119,2013
3544,8631,0.0006684491978461438,2013
4181,6917,0.0007290443580245665,2013
3116,9831,0.0007330545322616899,2013
2712,3436,0.0007440476190510026,2013
6411,9714,0.0007692307692366285,2013
8841,9035,0.0008097165991927113,2013
4611,9047,0.0008169934640420706,2013
5571,8444,0.0008342356887141023,2013
6295,6861,0.0008488964346327066,2013
6295,7031,0.0008488964346327066,2013
4128,5966,0.0008811383781761606,2013
1106,2522,0.0009057971014385657,2013
1106,2941,0.0009057971014527766,2013
1075,9403,0.0009259259259266628,2013
4032,9468,0.0009297919672519583,2013
3435,6071,0.0009398496240606846,2013
2182,6577,0.0009523809523841464,2013
6281,9211,0.0009559692732352687,2013
1738,4002,1.4210854715202004e-14,2014
1902,6655,1.4210854715202004e-14,2014
2132,8042,1.4210854715202004e-14,2014
2316,5141,1.4210854715202004e-14,2014
4759,6655,1.4210854715202004e-14,2014
4884,6663,1.4210854715202004e-14,2014
6006,6655,1.4210854715202004e-14,2014
6902,9561,1.3525352770216159e-05,2014
7084,9218,5.388836979136613e-05,2014
3331,6546,6.95551999996269e-05,2014
3037,6835,0.00011204481792503884,2014
1679,5366,0.0001225890813998376,2014
2377,3903,0.00012997623291255422,2014
4844,6922,0.00013655632012898877,2014
1843,7037,0.0001736768978304326,2014
7037,8563,0.0001736768978304326,2014
1647,6265,0.00018796992480929475,2014
2376,7411,0.0001895293163727274,2014
1021,7232,0.0002100840336183296,2014
2241,6591,0.0002334267040140503,2014
2871,4921,0.00023671150580639733,2014
6866,8011,0.00023740710156516798,2014
2572,3373,0.0002800112004450739,2014
1032,5951,0.0002843258891687128,2014
3925,6931,0.0003031180724804017,2014
4703,8013,0.0003052503052458633,2014
2511,6441,0.00030604186538596423,2014
1945,9728,0.00036549707602517856,2014
5133,6882,0.0003846153846041034,2014
2908,5048,0.00038861902743292376,2014
1185,1509,0.0004201680672366592,2014
5056,9488,0.0004938093173336711,2014
3116,9334,0.0004987901353672441,2014
3438,8493,0.0004993508439099514,2014
8023,8467,0.0005270092226510315,2014
4152,9515,0.0005411255411331695,2014
4051,7047,0.0005526970865048497,2014
5171,6713,0.0005796182098407598,2014
4185,7548,0.0006410256410305237,2014
4927,7844,0.000649350649354119,2014
1074,1104,0.000661375661380248,2014
7101,9449,0.0006716730229783252,2014
4128,6051,0.0006773399014718962,2014
5398,9956,0.000682710360123906,2014
7551,7871,0.0006963170100959815,2014
6706,9733,0.0007326007326042827,2014
7215,8551,0.0007675726093339108,2014
1451,9166,0.0008239417023219175,2014
2254,3811,0.0008525149190177217,2014
2161,8146,0.0008578431372399109,2014
1215,5258,1.4210854715202004e-14,2015
1704,4631,1.4210854715202004e-14,2015
1965,9732,1.4210854715202004e-14,2015
3402,6823,1.4210854715202004e-14,2015
4631,6687,1.4210854715202004e-14,2015
6089,8061,1.4210854715202004e-14,2015
6135,7536,1.4210854715202004e-14,2015
7582,8563,1.4210854715202004e-14,2015
3231,9654,2.052978162225827e-05,2015
6004,9974,5.115089514617921e-05,2015
1777,7481,5.528527201192901e-05,2015
3113,9891,6.242971704750744e-05,2015
6629,7351,6.349454983478608e-05,2015
4247,6105,7.97448165883452e-05,2015
1017,5013,8.169934639568055e-05,2015
1231,6133,0.00013499730005150923,2015
1231,7221,0.00013499730005150923,2015
3775,8171,0.00017169762942614852,2015
8523,9932,0.000178613955711171,2015
1851,6171,0.00020424836601762308,2015
5766,6657,0.00021929824561084388,2015
3474,7731,0.00022492127754958346,2015
5161,5913,0.00025974025973596326,2015
8893,9366,0.00027056277056658473,2015
3721,7103,0.00027173913044009623,2015
3033,9141,0.0003030303030442383,2015
4641,5916,0.00031055900620913235,2015
6882,9047,0.0003219245567578355,2015
5283,8251,0.0003232062055502638,2015
6311,7231,0.00032967032966269016,2015
4155,8601,0.00034176701792887343,2015
1472,2566,0.00034366956917608604,2015
2182,4873,0.000371609067258305,2015
4873,5012,0.000371609067258305,2015
2451,3732,0.000377572702277007,2015
2974,3514,0.00038788503971431965,2015
6582,9173,0.0004094166516779296,2015
6598,8465,0.000417710944020655,2015
4871,6833,0.00041771094403486586,2015
