GroupA,GroupB,Distance,Group
1044,8883,8.660254037844387,2013
1044,9455,8.660254037844387,2013
1117,5656,8.660254037844387,2013
1117,8883,8.660254037844387,2013
1117,9455,8.660254037844387,2013
1322,8883,8.660254037844387,2013
1322,9455,8.660254037844387,2013
1327,6199,8.660254037844387,2013
1327,8319,8.660254037844387,2013
1329,6199,8.660254037844387,2013
1329,8319,8.660254037844387,2013
3197,6199,8.660254037844387,2013
3197,8319,8.660254037844387,2013
3198,6199,8.660254037844387,2013
3198,8319,8.660254037844387,2013
6199,8766,8.660254037844387,2013
8319,8766,8.660254037844387,2013
8319,8883,8.660254037844387,2013
1044,6199,10.0,2013
1044,7426,10.0,2013
1044,8319,10.0,2013
1044,1322,5.0,2014
1044,1329,5.0,2014
1044,1362,5.0,2014
1044,3198,5.0,2014
1044,4878,5.0,2014
1044,5656,5.0,2014
1117,1322,5.0,2014
1117,1329,5.0,2014
1117,1362,5.0,2014
1117,3198,5.0,2014
1117,4878,5.0,2014
1117,5656,5.0,2014
1322,3197,5.0,2014
1322,6199,5.0,2014
1329,3197,5.0,2014
1329,6199,5.0,2014
1362,3197,5.0,2014
1362,6199,5.0,2014
3197,3198,5.0,2014
3197,4878,5.0,2014
3197,5656,5.0,2014
3198,6199,5.0,2014
4878,6199,5.0,2014
5656,6199,5.0,2014
1322,1329,7.0710678118654755,2014
1322,1362,7.0710678118654755,2014
1322,3198,7.0710678118654755,2014
1322,4878,7.0710678118654755,2014
1322,5656,7.0710678118654755,2014
1329,1362,7.0710678118654755,2014
1329,3198,7.0710678118654755,2014
1329,4878,7.0710678118654755,2014
1329,5656,7.0710678118654755,2014
1329,9747,7.0710678118654755,2014
1362,3198,7.0710678118654755,2014
1362,3528,7.0710678118654755,2014
1362,4878,7.0710678118654755,2014
1362,5656,7.0710678118654755,2014
3198,4878,7.0710678118654755,2014
3198,5656,7.0710678118654755,2014
4878,5656,7.0710678118654755,2014
1044,3528,8.660254037844387,2014
1044,8319,8.660254037844387,2014
1044,9455,8.660254037844387,2014
1044,9747,8.660254037844387,2014
1117,3528,8.660254037844387,2014
1117,8319,8.660254037844387,2014
1117,9455,8.660254037844387,2014
1117,9747,8.660254037844387,2014
3197,3528,8.660254037844387,2014
1117,3197,5.0,2015
1117,5656,5.0,2015
1362,3197,5.0,2015
1362,5656,5.0,2015
1362,8319,5.0,2015
3197,3198,5.0,2015
3198,5656,5.0,2015
1117,1362,7.0710678118654755,2015
1329,3197,7.0710678118654755,2015
1329,5656,7.0710678118654755,2015
1362,3198,7.0710678118654755,2015
3197,3447,7.0710678118654755,2015
3197,6199,7.0710678118654755,2015
3197,8319,7.0710678118654755,2015
3197,8766,7.0710678118654755,2015
3447,5656,7.0710678118654755,2015
5656,6199,7.0710678118654755,2015
5656,8319,7.0710678118654755,2015
5656,8766,7.0710678118654755,2015
1117,1329,8.660254037844387,2015
1117,3447,8.660254037844387,2015
1117,6199,8.660254037844387,2015
1117,8319,8.660254037844387,2015
1117,8766,8.660254037844387,2015
1329,1362,8.660254037844387,2015
1329,3198,8.660254037844387,2015
1362,3447,8.660254037844387,2015
1362,4878,8.660254037844387,2015
1362,6199,8.660254037844387,2015
1362,7928,8.660254037844387,2015
1362,8766,8.660254037844387,2015
3198,3447,8.660254037844387,2015
3198,6199,8.660254037844387,2015
3198,8319,8.660254037844387,2015
3198,8766,8.660254037844387,2015
1042,8883,10.0,2015
1117,9085,10.0,2015
1329,3447,10.0,2015
1329,6199,10.0,2015
1329,8221,10.0,2015
1329,8319,10.0,2015
1329,8766,10.0,2015
3197,3528,10.0,2015
3197,4878,10.0,2015
3197,7928,10.0,2015
3197,8221,10.0,2015
3197,9455,10.0,2015
3197,9747,10.0,2015
3197,9979,10.0,2015
3198,9085,10.0,2015
1117,1327,5.0,2016
1117,1329,5.0,2016
1117,3198,5.0,2016
1327,2212,5.0,2016
1327,6199,5.0,2016
1329,2212,5.0,2016
1329,6199,5.0,2016
2212,3198,5.0,2016
3198,6199,5.0,2016
1117,3197,7.0710678118654755,2016
1117,8766,7.0710678118654755,2016
1327,1329,7.0710678118654755,2016
1327,3198,7.0710678118654755,2016
1329,3198,7.0710678118654755,2016
1329,8319,7.0710678118654755,2016
2212,3197,7.0710678118654755,2016
2212,8766,7.0710678118654755,2016
3197,6199,7.0710678118654755,2016
6199,8766,7.0710678118654755,2016
1117,3447,8.660254037844387,2016
1117,8319,8.660254037844387,2016
1327,3197,8.660254037844387,2016
1327,8766,8.660254037844387,2016
1329,3197,8.660254037844387,2016
1329,6421,8.660254037844387,2016
1329,8766,8.660254037844387,2016
2212,3447,8.660254037844387,2016
2212,8319,8.660254037844387,2016
3197,3198,8.660254037844387,2016
3198,8221,8.660254037844387,2016
3198,8766,8.660254037844387,2016
3198,9455,8.660254037844387,2016
3198,9747,8.660254037844387,2016
3447,6199,8.660254037844387,2016
3989,8766,8.660254037844387,2016
6199,8319,8.660254037844387,2016
1042,1329,10.0,2016
1042,8319,10.0,2016
1117,4878,10.0,2016
1117,6421,10.0,2016
1117,8221,10.0,2016
1117,9455,10.0,2016
1117,9747,10.0,2016
1117,9979,10.0,2016
1327,3447,10.0,2016
1327,8319,10.0,2016
1329,3447,10.0,2016
1329,7821,10.0,2016
2212,4878,10.0,2016
2212,6421,10.0,2016
1117,3198,5.0,2017
1117,6199,5.0,2017
1117,8766,5.0,2017
1322,3198,5.0,2017
1322,6199,5.0,2017
1322,8766,5.0,2017
1329,3198,5.0,2017
1329,6199,5.0,2017
1329,8766,5.0,2017
3198,5355,5.0,2017
1117,5355,7.0710678118654755,2017
1117,8319,7.0710678118654755,2017
1322,5355,7.0710678118654755,2017
1322,8319,7.0710678118654755,2017
1329,5355,7.0710678118654755,2017
1329,8319,7.0710678118654755,2017
2232,9747,7.0710678118654755,2017
3198,6199,7.0710678118654755,2017
3198,8766,7.0710678118654755,2017
4878,8221,7.0710678118654755,2017
6199,8766,7.0710678118654755,2017
1117,4878,8.660254037844387,2017
1117,8221,8.660254037844387,2017
1117,9979,8.660254037844387,2017
1322,4878,8.660254037844387,2017
1322,8221,8.660254037844387,2017
1322,9979,8.660254037844387,2017
1329,4878,8.660254037844387,2017
1329,8221,8.660254037844387,2017
1329,9979,8.660254037844387,2017
2232,3198,8.660254037844387,2017
3198,8319,8.660254037844387,2017
5355,6199,8.660254037844387,2017
5355,8766,8.660254037844387,2017
6199,8319,8.660254037844387,2017
8319,8766,8.660254037844387,2017
1041,1117,10.0,2017
1041,1322,10.0,2017
1041,1329,10.0,2017
1117,2212,10.0,2017
1117,2232,10.0,2017
1117,9455,10.0,2017
1117,9747,10.0,2017
1322,2212,10.0,2017
1322,2232,10.0,2017
1322,9455,10.0,2017
1322,9747,10.0,2017
1329,2212,10.0,2017
1329,2232,10.0,2017
1329,9455,10.0,2017
3198,4878,5.0,2018
1627,6199,7.0710678118654755,2018
3198,8319,7.0710678118654755,2018
4878,9455,7.0710678118654755,2018
1041,3198,8.660254037844387,2018
1041,8319,8.660254037844387,2018
1119,3198,8.660254037844387,2018
1119,8319,8.660254037844387,2018
3198,6199,8.660254037844387,2018
3198,8766,8.660254037844387,2018
3198,9455,8.660254037844387,2018
4878,8319,8.660254037844387,2018
6199,8319,8.660254037844387,2018
6199,9979,8.660254037844387,2018
8319,8766,8.660254037844387,2018
8319,9455,8.660254037844387,2018
8871,9455,8.660254037844387,2018
1041,1119,10.0,2018
1041,4878,10.0,2018
1041,6199,10.0,2018
1041,8766,10.0,2018
1041,9455,10.0,2018
1119,4878,10.0,2018
1119,6199,10.0,2018
1119,8766,10.0,2018
1119,9455,10.0,2018
1627,4878,10.0,2018
1627,9455,10.0,2018
3113,3198,10.0,2018
3198,8221,10.0,2018
3198,8883,10.0,2018
3198,9979,10.0,2018
4878,6199,10.0,2018
4878,8766,10.0,2018
6199,8766,10.0,2018
6199,9455,10.0,2018
8221,8319,10.0,2018
8319,9979,10.0,2018
8766,9455,10.0,2018
1041,8221,11.180339887498949,2018
1041,8871,11.180339887498949,2018
1041,9979,11.180339887498949,2018
1119,8221,11.180339887498949,2018
1119,9979,11.180339887498949,2018
1627,3198,11.180339887498949,2018
1627,8319,11.180339887498949,2018
1627,9979,11.180339887498949,2018
3113,4878,11.180339887498949,2018
3138,9979,11.180339887498949,2018
3198,6421,11.180339887498949,2018
