GroupA,GroupB,Distance,Group
1452,3361,4.1262841477873735e-05,2008
4031,8407,7.334383053603233e-05,2008
3363,8851,0.00015247440109078525,2008
8451,9011,0.00016472718692739363,2008
6883,8574,0.00018893845469847292,2008
8225,8625,0.00026998988607829233,2008
2524,3825,0.00034286906173974785,2008
6522,8564,0.00035085246656763047,2008
8584,9223,0.00040769279007690784,2008
6677,9295,0.00045172168250928735,2008
3711,4111,0.0004619471921500917,2008
1733,3271,0.0004681458086679413,2008
1472,8231,0.0004793018709960961,2008
1066,2987,0.000522116842489595,2008
1746,5306,0.0005254029178445307,2008
3708,9156,0.000602311937768718,2008
1633,3212,0.0008159838017149923,2008
1723,2231,0.001041428073847328,2008
1713,2641,0.001107093519465252,2008
1017,8253,0.0011752342079489608,2008
1109,2405,0.0011826813533275526,2008
7214,8094,0.0011979211172388204,2008
1156,3921,0.0012960614473627174,2008
3606,8812,0.0013632745747145236,2008
3991,8433,0.0013937963321097868,2008
1015,1102,0.0014226380615411927,2008
2967,6572,0.0014565910722126318,2008
2172,9112,0.001727334526293589,2008
1981,9122,0.0017546633360439046,2008
5335,7021,0.0018332004713101924,2008
1075,2584,0.0018543033730793468,2008
7329,9231,0.0018654033715108653,2008
1509,6951,0.0018910244231733486,2008
1422,3584,0.0019000916410334412,2008
8212,9056,0.002005085731298095,2008
6541,9134,0.0020772590243609557,2008
2542,2982,0.0021058108248439567,2008
1011,3114,0.0021246467449032025,2008
2151,3961,0.0022719756403830615,2008
3848,8394,0.0023326785493509306,2008
1484,3054,0.002453267145057225,2008
1109,1613,0.0025227985578624157,2008
2061,5306,0.002595821962586342,2008
1778,3293,0.0026774838610776897,2008
2926,4142,0.002690877588378271,2008
1077,2415,0.0027037339456228437,2008
3703,9212,0.0027069030343227496,2008
1033,1186,0.002732303019797655,2008
3051,3902,0.0027461077677912726,2008
1902,3705,0.0027503106885262696,2008
7417,8759,4.21458937864827e-05,2009
2289,6114,8.405982043768745e-05,2009
2586,9134,8.465416334502152e-05,2009
4634,9023,0.00016204100708705482,2009
2254,7217,0.00017089589579200037,2009
5144,8471,0.00018817289614503352,2009
4944,9608,0.00019381883197411298,2009
9145,9459,0.00020094748504106974,2009
5398,5469,0.00020706484514221302,2009
3961,4223,0.0002424406115721922,2009
3262,5043,0.0003689890044427102,2009
1083,1092,0.0003710997166592733,2009
4271,5454,0.00041658903575125805,2009
3905,6991,0.0004257055253447106,2009
1381,3833,0.00043307120421332,2009
3991,8531,0.0004477100389124189,2009
1113,8822,0.00045311856422358687,2009
2272,8466,0.00046072581451994665,2009
2712,4613,0.00046705852332706854,2009
9336,9908,0.00046967257117103145,2009
6071,7161,0.00047746701281425885,2009
6041,6562,0.0005167638477132641,2009
6135,8506,0.0005265591384215895,2009
3014,6136,0.000531239503601455,2009
2984,8019,0.0005363553564166068,2009
4111,6874,0.000543826865111896,2009
3528,9794,0.000545436693926149,2009
3471,6294,0.000550122560298405,2009
9038,9774,0.0005677133665642486,2009
7468,8107,0.0005767210238332154,2009
1832,3299,0.0005872445084662559,2009
5856,6603,0.000605315714039989,2009
5085,7754,0.0006256832823510194,2009
4818,6901,0.0006311776588177054,2009
1747,8751,0.0006486827436447129,2009
1323,5591,0.0006548541653614848,2009
1328,7822,0.0007120691993236505,2009
4157,7035,0.0007244537681572183,2009
6074,8532,0.000800397662544583,2009
5815,7491,0.0008098246788108554,2009
6432,8014,0.0008280466460064417,2009
1734,5091,0.0008369608681277896,2009
7848,7973,0.0008426334436535399,2009
2572,8043,0.0008458550699685929,2009
2726,9204,0.0008535782301066774,2009
2597,9297,0.0008570628728818974,2009
6107,9804,0.0009047140275697529,2009
6654,9032,0.0009050270007264771,2009
3295,3601,0.0009217798101985863,2009
5768,9986,0.0009578182252880652,2009
7242,7512,3.249329066079554e-05,2010
5913,6456,4.022624455046753e-05,2010
6071,8414,5.808243858496098e-05,2010
6606,8478,6.029982819200086e-05,2010
1422,6706,8.798671208865017e-05,2010
4854,6571,0.00010114182964571228,2010
1423,2511,0.00010342579253119766,2010
3845,5935,0.00011671925125256166,2010
3238,6576,0.00021694742810041134,2010
2957,9745,0.00022325993430172275,2010
6006,6443,0.00022528329392912383,2010
1608,6718,0.0002349380818031932,2010
3707,4031,0.00023868636810675525,2010
1614,9752,0.00023987478050457867,2010
1313,8485,0.00026027935183492446,2010
2374,6811,0.00026208603827626575,2010
5807,7701,0.000282191267615417,2010
1442,9107,0.00028797771898325664,2010
1757,7581,0.0002939420189136399,2010
1075,1115,0.0003188995137861639,2010
1275,7973,0.00032695852269171155,2010
3045,5991,0.0003333316610678594,2010
2211,4213,0.000339297083087331,2010
3035,8604,0.00039508520228537236,2010
8855,9163,0.00040546215853964895,2010
8443,9089,0.0004354093966014716,2010
2082,7215,0.0004498796610619138,2010
5524,8854,0.0004701622753486845,2010
1131,1383,0.0004868067843233348,2010
4881,6525,0.0004992815221953606,2010
8341,9619,0.0005198663371004386,2010
6285,8644,0.0005425561177503369,2010
1736,1794,0.0005610006128904388,2010
1352,6141,0.0005668271631975585,2010
5432,6823,0.0005687064789867691,2010
4147,9215,0.0005791554271468158,2010
1161,9843,0.0005874006856743108,2010
2989,6131,0.0005910608011845397,2010
1261,8312,0.0006612755423134331,2010
7615,7742,0.000664366662078919,2010
7533,8336,0.0006744885943703594,2010
3972,6374,0.0007066885004576307,2010
2652,6538,0.0007259062155640095,2010
1451,2105,0.0007355258441350543,2010
1443,1962,0.0007464932055540885,2010
2801,5871,0.0007496109451494704,2010
3193,3525,0.0007515150648202962,2010
3892,5666,0.0007723822700143046,2010
3216,8495,0.0007860175880978204,2010
4671,6685,0.0007861313688692917,2010
8084,9523,3.9538592147891904e-05,2011
1214,9951,7.444590261229678e-05,2011
6446,8939,9.659995009769773e-05,2011
2158,6704,0.00014735128036136302,2011
1921,2984,0.00018087866584437506,2011
3514,6441,0.00021604151220344647,2011
5126,9791,0.00022073759541285654,2011
6832,9753,0.0002347252213610318,2011
9258,9289,0.00031618271268030185,2011
1509,8647,0.0004579221973699532,2011
5395,7421,0.0004772760444495816,2011
2565,8918,0.0004829300508220058,2011
7975,9468,0.0004902508703139574,2011
1141,9451,0.0005196106842504378,2011
6869,9107,0.0005672821864379785,2011
6451,8304,0.0006103014880238788,2011
1985,7582,0.0006192172401711105,2011
1241,7327,0.0006383325770400461,2011
1161,8437,0.0006528874575337795,2011
3295,9679,0.0006595596685485816,2011
5392,5664,0.0007104507114945591,2011
2641,8342,0.0007428382139664791,2011
6374,9981,0.0007997823668688397,2011
2481,5453,0.0008169158773512208,2011
5821,6924,0.0008726927034672372,2011
8603,9407,0.0008795467859954442,2011
8443,8514,0.0009031035171460644,2011
9621,9628,0.0009088265840091481,2011
1551,9245,0.0009741301873305019,2011
5451,7788,0.001085866253902168,2011
6447,7213,0.0011060666414550724,2011
6671,7691,0.0011274234352072199,2011
3755,6181,0.0011903116153177962,2011
1616,3218,0.0011953604474683743,2011
3851,7121,0.0011996223605592604,2011
8621,9231,0.0012163315871589475,2011
1484,9176,0.0012495949445678889,2011
5133,6211,0.001278801263765672,2011
6278,7339,0.001292894143830381,2011
6702,8024,0.001307147752754645,2011
5673,6652,0.001369107810234027,2011
1771,5553,0.0013790993321833867,2011
7215,9256,0.0013862955775039154,2011
4145,8483,0.0014219267496287102,2011
3461,4241,0.0014316886912979498,2011
2242,7946,0.0014425157527853116,2011
2375,7736,0.0014989560246476685,2011
3284,9971,0.0015010589110033834,2011
9633,9656,0.0015113197775349363,2011
3956,6021,0.0015493976256379938,2011
3248,9581,7.0297062393365195e-06,2012
2585,5707,2.5048677116501494e-05,2012
1742,9073,4.428115809673727e-05,2012
1312,4754,5.165200929013736e-05,2012
2317,5463,5.664051087705957e-05,2012
5171,9264,7.859386377617739e-05,2012
4797,5807,0.00011868187431218757,2012
1277,6093,0.0001331074445829472,2012
5251,6241,0.0001518810021821082,2012
2406,9981,0.0002092028644540278,2012
9295,9699,0.00022100587187878773,2012
2661,6871,0.00023225005884341954,2012
3238,6961,0.000242929910825751,2012
1722,5591,0.0002742972059763815,2012
7044,8482,0.0003154330860866139,2012
4033,6814,0.00032348958706052144,2012
3601,6812,0.0003420357827792486,2012
2381,8822,0.0003743935859006342,2012
3925,7693,0.0003754131664095439,2012
3893,6271,0.0004190601204356881,2012
2729,7331,0.00042795617849833434,2012
2144,6874,0.0004318838770700495,2012
8013,9223,0.00044698466376758006,2012
7885,8024,0.0004738849869738715,2012
5437,8312,0.0005022706333193128,2012
1733,4284,0.0005303717541096375,2012
5694,8843,0.0005521782111088669,2012
1811,2461,0.0005670735575904473,2012
4002,6247,0.0005719780232880112,2012
1541,2553,0.0005829367575245215,2012
6921,7894,0.0005840396947860427,2012
7101,9525,0.0005906570777653997,2012
6015,7889,0.000605456745461197,2012
1324,5397,0.0006183059082616182,2012
6941,8356,0.0006530479233219921,2012
8014,9251,0.0006703032400992015,2012
2151,9629,0.000679644755479103,2012
1815,3015,0.0006836396859171145,2012
3906,4835,0.00071066043901169,2012
6286,9649,0.0007129945231270085,2012
5246,5501,0.0007245015490013884,2012
5381,8487,0.0007846400439461831,2012
4782,7525,0.0007971704232545562,2012
2723,5114,0.0008121827613649657,2012
5703,7543,0.0008252912498107889,2012
3116,9995,0.0008722389850106538,2012
2662,8851,0.0008935228470079437,2012
2665,8162,0.0009469498914995711,2012
1328,1841,0.0009672735480705796,2012
7955,9121,0.0009718721428839672,2012
3224,3563,4.030726225323633e-05,2013
2957,3151,5.0160067758042715e-05,2013
6161,7214,6.631100717413574e-05,2013
2343,5231,7.657787017478768e-05,2013
9091,9295,0.0001248335901777864,2013
3145,3292,0.00015398359090568192,2013
